,Month,Scheduled Operator,Country to/from,Passengers In,Freight In,Mail In,Passengers Out,Freight Out,Mail Out,Year,Continentes,month_idx
510,2009-06-01,British Airways,United Kingdom,8142.0,283.967,65.829,8924.0,93.54,0.0,2009,Europa,6
511,2009-06-01,Cargolux Airlines Intl,Luxembourg,0.0,98.543,0.0,0.0,0.0,0.0,2009,Europa,6
512,2009-06-01,Cargolux Airlines Intl,New Zealand,0.0,0.0,0.0,0.0,97.171,0.0,2009,Oceania,6
513,2009-06-01,Cargolux Airlines Intl,Singapore,0.0,44.723,0.0,0.0,0.0,0.0,2009,Asia,6
514,2009-06-01,Cargolux Airlines Intl,USA,0.0,0.0,0.0,0.0,79.72,0.0,2009,América do Norte,6
515,2009-06-01,Cathay Pacific Airways,Hong Kong,45536.0,3593.661,159.479,55150.0,2361.057,27.399,2009,Asia,6
516,2009-06-01,China Airlines,Taiwan,7247.0,198.291,47.401,9321.0,55.048,0.241,2009,Asia,6
517,2009-06-01,China Eastern Airlines,China,3540.0,142.765,9.405,5668.0,81.606,1.924,2009,Asia,6
518,2009-06-01,China Southern Airlines,China,4017.0,277.896,18.24,4590.0,16.509,2.156,2009,Asia,6
519,2009-06-01,Continental Micronesia,Guam,972.0,0.206,0.007,949.0,1.08,0.006,2009,Oceania,6
520,2009-06-01,Emirates,New Zealand,17703.0,882.469,0.0,15151.0,895.341,1.213,2009,Oceania,6
521,2009-06-01,Emirates,Singapore,6971.0,50.535,13.578,6962.0,330.301,0.0,2009,Asia,6
522,2009-06-01,Emirates,Thailand,1601.0,1.096,0.0,1130.0,0.0,0.0,2009,Asia,6
523,2009-06-01,Emirates,United Arab Emirates,47129.0,1249.182,133.426,59482.0,1508.848,0.378,2009,Asia,6
524,2009-06-01,Etihad Airways,Singapore,1004.0,61.411,0.0,912.0,112.215,0.0,2009,Asia,6
525,2009-06-01,Etihad Airways,United Arab Emirates,16045.0,761.68,77.58,20356.0,720.876,16.412,2009,Asia,6
526,2009-06-01,Eva Air,Taiwan,1745.0,118.836,5.17,2482.0,37.719,0.798,2009,Asia,6
527,2009-06-01,Federal Express Corporation,China,0.0,0.0,0.0,0.0,157.162,0.0,2009,Asia,6
528,2009-06-01,Federal Express Corporation,USA,0.0,947.019,36.734,0.0,0.0,0.0,2009,América do Norte,6
529,2009-06-01,Garuda Indonesia,Indonesia,20240.0,289.145,13.305,23544.0,92.938,0.006,2009,Asia,6
530,2009-06-01,Hawaiian Airlines,USA,1524.0,6.919,3.684,1552.0,32.155,0.089,2009,América do Norte,6
531,2009-06-01,JALways,Japan,7447.0,332.972,125.019,8787.0,391.139,1.021,2009,Asia,6
532,2009-06-01,Jetstar,Indonesia,15067.0,154.7,0.0,16562.0,16.544,0.475,2009,Asia,6
533,2009-06-01,Jetstar,Japan,12119.0,247.654,6.67,13141.0,203.328,10.922,2009,Asia,6
534,2009-06-01,Jetstar,New Zealand,19781.0,37.021,0.0,21540.0,50.331,0.0,2009,Oceania,6
535,2009-06-01,Jetstar,Singapore,11466.0,24.662,0.0,12345.0,9.347,10.102,2009,Asia,6
536,2009-06-01,Jetstar,Thailand,5715.0,161.475,0.0,6440.0,22.283,1.31,2009,Asia,6
537,2009-06-01,Jetstar,USA,4252.0,77.517,0.612,4466.0,60.984,0.776,2009,América do Norte,6
538,2009-06-01,Jetstar,Vietnam,1936.0,12.554,0.0,1883.0,0.165,0.0,2009,Asia,6
539,2009-06-01,Korean Air,"Korea, Republic of",8230.0,792.007,87.147,11965.0,456.098,3.562,2009,Asia,6
540,2009-06-01,LAN Airlines,Chile,2108.0,247.619,1.611,2515.0,125.75,3.365,2009,América do Sul,6
541,2009-06-01,LAN Airlines,New Zealand,1892.0,25.059,0.0,2384.0,31.867,0.082,2009,Oceania,6
542,2009-06-01,Malaysia Airlines,Indonesia,0.0,0.0,0.0,0.0,11.204,0.0,2009,Asia,6
543,2009-06-01,Malaysia Airlines,Malaysia,29395.0,2583.173,13.763,39665.0,1262.464,0.0,2009,Asia,6
544,2009-06-01,Our Airline,Nauru,259.0,0.497,0.0,261.0,6.418,0.0,2009,Oceania,6
545,2009-06-01,Our Airline,Solomon Islands,578.0,0.0,0.0,669.0,0.0,0.0,2009,Oceania,6
546,2009-06-01,Pacific Air Express,Solomon Islands,0.0,4.806,0.0,0.0,34.864,0.0,2009,Oceania,6
547,2009-06-01,Philippine Airlines,Philippines,4476.0,147.187,3.747,4915.0,83.066,0.0,2009,Asia,6
548,2009-06-01,Qantas Airways,Argentina,2415.0,47.043,0.0,2669.0,34.709,0.792,2009,América do Sul,6
549,2009-06-01,Qantas Airways,China,4121.0,466.874,35.851,4857.0,410.407,3.641,2009,Asia,6
550,2009-06-01,Qantas Airways,Germany,3730.0,100.072,5.119,3884.0,21.991,40.788,2009,Europa,6
551,2009-06-01,Qantas Airways,Hong Kong,20158.0,1327.038,12.406,21041.0,377.916,50.646,2009,Asia,6
552,2009-06-01,Qantas Airways,India,315.0,18.939,0.0,401.0,9.44,0.558,2009,Asia,6
553,2009-06-01,Qantas Airways,Indonesia,3961.0,43.815,0.0,3744.0,76.251,2.492,2009,Asia,6
554,2009-06-01,Qantas Airways,Japan,5499.0,189.644,75.205,6711.0,212.903,45.586,2009,Asia,6
555,2009-06-01,Qantas Airways,New Caledonia,1282.0,2.084,0.389,2183.0,13.29,2.64,2009,Oceania,6
556,2009-06-01,Qantas Airways,New Zealand,37802.0,744.913,0.0,38329.0,996.287,139.895,2009,Oceania,6
557,2009-06-01,Qantas Airways,Philippines,3443.0,54.388,5.631,3432.0,172.245,1.845,2009,Asia,6
558,2009-06-01,Qantas Airways,Singapore,36528.0,1687.997,80.427,40134.0,1539.277,127.809,2009,Asia,6
559,2009-06-01,Qantas Airways,South Africa,5726.0,87.863,4.623,5967.0,49.105,8.987,2009,África,6
560,2009-06-01,Qantas Airways,Thailand,3289.0,84.685,0.389,3477.0,110.735,12.38,2009,Asia,6
561,2009-06-01,Qantas Airways,United Kingdom,18154.0,374.087,50.16,18330.0,142.386,102.451,2009,Europa,6
562,2009-06-01,Qantas Airways,USA,46724.0,1785.94,192.012,47975.0,453.816,142.722,2009,América do Norte,6
563,2009-06-01,Qantas Airways,Vietnam,0.0,0.0,0.0,0.0,10.238,0.0,2009,Asia,6
564,2009-06-01,Royal Brunei Airlines,Brunei,3831.0,39.879,0.161,5258.0,126.701,0.0,2009,Asia,6
565,2009-06-01,Royal Brunei Airlines,New Zealand,445.0,37.534,0.0,711.0,107.608,0.0,2009,Oceania,6
566,2009-06-01,Singapore Airlines,New Zealand,0.0,131.714,0.0,0.0,343.79,0.0,2009,Oceania,6
567,2009-06-01,Singapore Airlines,Singapore,76843.0,4481.558,117.492,95089.0,3472.943,0.829,2009,Asia,6
568,2009-06-01,Solomon Airlines,Solomon Islands,257.0,11.008,0.0,298.0,8.189,0.0,2009,Oceania,6
569,2009-06-01,South African Airways,South Africa,3938.0,24.094,2.158,4389.0,96.191,2.084,2009,África,6
570,2009-06-01,Tasman Cargo Airlines,New Zealand,0.0,180.725,0.0,0.0,177.985,0.0,2009,Oceania,6
571,2009-06-01,Thai Airways International,Thailand,33201.0,1784.669,102.977,40492.0,1058.039,3.767,2009,Asia,6
572,2009-06-01,Tiger Airways,Singapore,4323.0,0.0,0.0,5011.0,0.0,0.0,2009,Asia,6
573,2009-06-01,United Airlines,USA,18904.0,97.646,59.061,20083.0,345.973,2.696,2009,América do Norte,6
574,2009-06-01,United Parcel Service,Singapore,0.0,0.0,0.0,0.0,52.447,0.0,2009,Asia,6
575,2009-06-01,United Parcel Service,USA,0.0,1177.877,0.0,0.0,0.0,0.0,2009,América do Norte,6
576,2009-06-01,V Australia,USA,8993.0,425.63,0.0,11347.0,66.116,0.0,2009,América do Norte,6
577,2009-06-01,Vietnam Airlines,Vietnam,5821.0,196.041,0.0,7604.0,38.157,0.0,2009,Asia,6
578,2009-06-01,Virgin Atlantic Airways,Hong Kong,3088.0,603.143,0.0,3881.0,141.278,0.0,2009,Asia,6
579,2009-06-01,Virgin Atlantic Airways,United Kingdom,1365.0,30.901,0.0,2258.0,82.765,0.0,2009,Europa,6
580,2009-06-01,Virgin Australia,Fiji,8399.0,5.605,0.0,9621.0,16.82,0.0,2009,Oceania,6
581,2009-06-01,Virgin Australia,Indonesia,10605.0,0.0,0.0,12505.0,0.0,0.0,2009,Asia,6
582,2009-06-01,Virgin Australia,New Zealand,26581.0,51.598,0.0,29764.0,34.536,0.0,2009,Oceania,6
583,2009-06-01,Virgin Australia,Papua New Guinea,1121.0,0.0,0.0,1206.0,7.537,0.0,2009,Oceania,6
584,2009-06-01,Virgin Australia,Solomon Islands,793.0,0.0,0.0,1110.0,6.739,0.0,2009,Oceania,6
585,2009-06-01,Virgin Australia,Tonga,838.0,1.308,0.0,1063.0,1.902,0.0,2009,Oceania,6
586,2009-06-01,Virgin Australia,Vanuatu,2330.0,19.606,0.0,2570.0,8.023,0.0,2009,Oceania,6
587,2009-06-01,Virgin Samoa,Samoa,1352.0,0.475,0.0,1613.0,2.565,0.0,2009,Oceania,6
588,2009-07-01,Aerolineas Argentinas,Argentina,1725.0,4.283,0.959,1499.0,33.995,0.0,2009,América do Sul,7
589,2009-07-01,Aerolineas Argentinas,New Zealand,1301.0,39.824,0.0,1399.0,25.68,0.0,2009,Oceania,7
590,2009-07-01,Air Austral,France,507.0,0.0,0.0,197.0,0.08,0.0,2009,Europa,7
591,2009-07-01,Air Austral,Réunion,1088.0,0.35,0.0,684.0,1.877,0.0,2009,África,7
592,2009-07-01,Air Caledonie,New Caledonia,3203.0,1.235,0.396,3557.0,92.758,1.476,2009,Oceania,7
593,2009-07-01,Air Canada,Canada,6739.0,382.348,0.454,6722.0,173.4,0.024,2009,América do Norte,7
594,2009-07-01,Air China,China,10791.0,325.164,32.03,7469.0,119.186,6.331,2009,Asia,7
595,2009-07-01,Air Mauritius,Mauritius,1170.0,18.614,0.042,1284.0,57.143,0.0,2009,África,7
596,2009-07-01,Air New Zealand,Cook Islands,45.0,0.0,0.0,4.0,0.0,0.0,2009,Oceania,7
597,2009-07-01,Air New Zealand,New Zealand,91112.0,1567.009,318.426,89497.0,1701.231,1.331,2009,Oceania,7
598,2009-07-01,Air Niugini,Papua New Guinea,8866.0,80.835,1.31,8491.0,226.013,13.872,2009,Oceania,7
599,2009-07-01,Air Pacific,Fiji,19143.0,281.684,1.956,19334.0,223.574,10.547,2009,Oceania,7
600,2009-07-01,Air Vanuatu,Vanuatu,5036.0,13.533,0.0,4889.0,38.502,0.0,2009,Oceania,7
601,2009-07-01,AirAsia X,Malaysia,22433.0,104.867,0.0,21385.0,22.532,0.0,2009,Asia,7
602,2009-07-01,Airlines PNG,Papua New Guinea,545.0,2.845,0.015,471.0,5.619,0.02,2009,Oceania,7
603,2009-07-01,Asiana Airlines,"Korea, Republic of",6863.0,204.444,47.262,4811.0,69.712,0.0,2009,Asia,7
604,2009-07-01,British Airways,Singapore,1501.0,146.728,0.0,2271.0,198.009,0.0,2009,Asia,7
605,2009-07-01,British Airways,Thailand,3056.0,100.041,0.0,3152.0,34.297,0.0,2009,Asia,7
606,2009-07-01,British Airways,United Kingdom,11849.0,293.363,72.487,8734.0,103.598,0.0,2009,Europa,7
607,2009-07-01,Cargolux Airlines Intl,Luxembourg,0.0,77.821,0.0,0.0,0.0,0.0,2009,Europa,7
608,2009-07-01,Cargolux Airlines Intl,New Zealand,0.0,0.0,0.0,0.0,77.891,0.0,2009,Oceania,7
609,2009-07-01,Cargolux Airlines Intl,Singapore,0.0,40.118,0.0,0.0,0.0,0.0,2009,Asia,7
610,2009-07-01,Cargolux Airlines Intl,USA,0.0,0.0,0.0,0.0,51.158,0.0,2009,América do Norte,7
611,2009-07-01,Cathay Pacific Airways,Hong Kong,64255.0,3413.096,181.181,47196.0,2131.546,34.009,2009,Asia,7
612,2009-07-01,China Airlines,Taiwan,9564.0,234.622,32.425,7422.0,44.984,0.38,2009,Asia,7
613,2009-07-01,China Eastern Airlines,China,7214.0,31.911,6.575,3845.0,134.774,0.933,2009,Asia,7
614,2009-07-01,China Southern Airlines,China,5075.0,306.222,12.529,3504.0,17.208,0.611,2009,Asia,7
615,2009-07-01,Continental Micronesia,Guam,1395.0,0.165,0.003,1479.0,1.69,0.008,2009,Oceania,7
616,2009-07-01,Delta Air Lines,USA,7201.0,421.6,25.478,6496.0,100.859,0.0,2009,América do Norte,7
617,2009-07-01,Emirates,New Zealand,25979.0,897.049,0.0,21865.0,930.759,0.0,2009,Oceania,7
618,2009-07-01,Emirates,Singapore,4581.0,42.442,11.317,3371.0,288.526,0.0,2009,Asia,7
619,2009-07-01,Emirates,Thailand,1206.0,6.804,0.0,983.0,0.001,0.0,2009,Asia,7
620,2009-07-01,Emirates,United Arab Emirates,67327.0,1491.406,123.475,48266.0,1482.378,0.687,2009,Asia,7
621,2009-07-01,Etihad Airways,Singapore,221.0,54.124,0.0,157.0,113.055,0.0,2009,Asia,7
622,2009-07-01,Etihad Airways,United Arab Emirates,23759.0,825.289,57.253,18978.0,585.411,24.003,2009,Asia,7
623,2009-07-01,Eva Air,Taiwan,2715.0,159.663,5.488,1749.0,29.924,1.068,2009,Asia,7
624,2009-07-01,Federal Express Corporation,China,0.0,0.0,0.0,0.0,20.368,0.0,2009,Asia,7
625,2009-07-01,Federal Express Corporation,USA,0.0,850.738,9.59,0.0,0.0,0.0,2009,América do Norte,7
626,2009-07-01,Garuda Indonesia,Indonesia,23628.0,334.059,12.436,21798.0,128.399,0.006,2009,Asia,7
627,2009-07-01,Hawaiian Airlines,USA,2560.0,4.765,0.513,2779.0,26.251,0.0,2009,América do Norte,7
628,2009-07-01,Indonesia AirAsia,Indonesia,2160.0,0.0,0.0,2448.0,0.0,0.0,2009,Asia,7
629,2009-07-01,JALways,Japan,12863.0,548.397,83.474,9853.0,419.677,1.148,2009,Asia,7
630,2009-07-01,Jetstar,Indonesia,15487.0,161.707,0.0,15233.0,18.541,0.298,2009,Asia,7
631,2009-07-01,Jetstar,Japan,14209.0,293.321,6.964,11125.0,174.108,13.159,2009,Asia,7
632,2009-07-01,Jetstar,New Zealand,24330.0,34.07,0.0,26480.0,48.347,0.0,2009,Oceania,7
633,2009-07-01,Jetstar,Singapore,12988.0,25.602,2.993,10981.0,7.93,10.134,2009,Asia,7
634,2009-07-01,Jetstar,Thailand,7081.0,206.707,0.0,5982.0,36.04,1.228,2009,Asia,7
635,2009-07-01,Jetstar,USA,3577.0,128.64,1.415,3683.0,34.391,0.72,2009,América do Norte,7
636,2009-07-01,Jetstar,Vietnam,1500.0,4.405,0.0,1114.0,0.124,0.0,2009,Asia,7
637,2009-07-01,Korean Air,"Korea, Republic of",14546.0,877.065,97.358,9978.0,345.529,2.607,2009,Asia,7
638,2009-07-01,LAN Airlines,Chile,2915.0,277.182,3.031,2721.0,86.678,3.745,2009,América do Sul,7
639,2009-07-01,LAN Airlines,New Zealand,2468.0,12.731,0.0,2854.0,41.734,0.004,2009,Oceania,7
640,2009-07-01,Malaysia Airlines,Indonesia,0.0,0.0,0.0,0.0,3.696,0.0,2009,Asia,7
641,2009-07-01,Malaysia Airlines,Malaysia,42096.0,2659.173,14.914,41019.0,1082.43,0.0,2009,Asia,7
642,2009-07-01,Our Airline,Nauru,261.0,0.523,0.0,264.0,7.343,0.0,2009,Oceania,7
643,2009-07-01,Our Airline,Solomon Islands,750.0,0.0,0.0,640.0,0.0,0.0,2009,Oceania,7
644,2009-07-01,Pacific Air Express,Solomon Islands,0.0,3.75,0.0,0.0,51.084,0.0,2009,Oceania,7
645,2009-07-01,Philippine Airlines,Philippines,5918.0,234.388,6.391,4654.0,100.461,0.0,2009,Asia,7
646,2009-07-01,Qantas Airways,Argentina,2685.0,14.903,0.0,2520.0,19.07,0.909,2009,América do Sul,7
647,2009-07-01,Qantas Airways,China,6119.0,735.517,54.373,3637.0,177.254,4.218,2009,Asia,7
648,2009-07-01,Qantas Airways,Germany,4846.0,121.119,8.65,3486.0,26.072,45.79,2009,Europa,7
649,2009-07-01,Qantas Airways,Hong Kong,26003.0,1398.3,11.044,18766.0,280.757,61.176,2009,Asia,7
650,2009-07-01,Qantas Airways,India,438.0,16.097,0.0,254.0,2.625,0.584,2009,Asia,7
651,2009-07-01,Qantas Airways,Indonesia,4262.0,72.281,0.0,4113.0,91.172,3.748,2009,Asia,7
652,2009-07-01,Qantas Airways,Japan,8755.0,178.895,55.605,7662.0,240.84,47.986,2009,Asia,7
653,2009-07-01,Qantas Airways,Macau,0.0,0.0,0.0,0.0,22.8,0.0,2009,Asia,7
654,2009-07-01,Qantas Airways,New Caledonia,2012.0,0.673,0.216,2017.0,10.358,3.078,2009,Oceania,7
655,2009-07-01,Qantas Airways,New Zealand,48407.0,984.179,0.0,46629.0,1346.247,177.168,2009,Oceania,7
656,2009-07-01,Qantas Airways,Philippines,3566.0,66.811,4.267,2668.0,67.331,2.05,2009,Asia,7
657,2009-07-01,Qantas Airways,Singapore,43209.0,1624.068,72.685,38140.0,1728.923,152.614,2009,Asia,7
658,2009-07-01,Qantas Airways,South Africa,7501.0,91.459,4.824,6697.0,50.48,11.052,2009,África,7
659,2009-07-01,Qantas Airways,Thailand,2815.0,82.107,0.516,3204.0,119.428,15.514,2009,Asia,7
660,2009-07-01,Qantas Airways,United Kingdom,20056.0,416.777,58.042,16668.0,86.807,120.403,2009,Europa,7
661,2009-07-01,Qantas Airways,United Arab Emirates,0.0,0.0,0.0,0.0,90.4,0.0,2009,Asia,7
662,2009-07-01,Qantas Airways,USA,52883.0,2316.111,208.274,50572.0,417.975,168.77,2009,América do Norte,7
663,2009-07-01,Qantas Airways,Vietnam,0.0,0.0,0.0,0.0,0.931,0.0,2009,Asia,7
664,2009-07-01,Royal Brunei Airlines,Brunei,5362.0,129.453,0.093,5155.0,103.668,0.0,2009,Asia,7
665,2009-07-01,Royal Brunei Airlines,New Zealand,1869.0,65.762,0.0,2167.0,33.353,0.009,2009,Oceania,7
666,2009-07-01,Singapore Airlines,New Zealand,0.0,151.88,0.0,0.0,331.787,0.0,2009,Oceania,7
667,2009-07-01,Singapore Airlines,Singapore,113507.0,5450.963,124.125,95946.0,3771.405,0.773,2009,Asia,7
668,2009-07-01,Solomon Airlines,Solomon Islands,334.0,7.812,0.0,285.0,8.028,0.0,2009,Oceania,7
669,2009-07-01,South African Airways,South Africa,5371.0,33.334,1.642,4722.0,100.546,2.212,2009,África,7
670,2009-07-01,Tasman Cargo Airlines,New Zealand,0.0,266.732,0.0,0.0,270.556,0.0,2009,Oceania,7
671,2009-07-01,Thai Airways International,Thailand,47844.0,2104.772,106.232,37834.0,1167.057,5.84,2009,Asia,7
672,2009-07-01,Tiger Airways,Singapore,4466.0,0.0,0.0,4958.0,0.0,0.0,2009,Asia,7
673,2009-07-01,United Airlines,USA,22010.0,21.683,75.031,21276.0,392.606,12.773,2009,América do Norte,7
674,2009-07-01,United Parcel Service,Singapore,0.0,0.0,0.0,0.0,75.809,0.0,2009,Asia,7
675,2009-07-01,United Parcel Service,USA,0.0,1303.169,0.0,0.0,0.0,0.0,2009,América do Norte,7
676,2009-07-01,V Australia,USA,12450.0,382.932,19.239,12044.0,53.904,0.0,2009,América do Norte,7
677,2009-07-01,Vietnam Airlines,Vietnam,9663.0,223.953,0.0,8218.0,43.632,0.0,2009,Asia,7
678,2009-07-01,Virgin Atlantic Airways,Hong Kong,5688.0,573.652,0.0,4114.0,149.334,0.0,2009,Asia,7
679,2009-07-01,Virgin Atlantic Airways,United Kingdom,2492.0,37.932,0.0,2399.0,27.828,0.0,2009,Europa,7
680,2009-07-01,Virgin Australia,Fiji,11765.0,3.169,0.0,11087.0,21.398,0.0,2009,Oceania,7
681,2009-07-01,Virgin Australia,Indonesia,13868.0,0.0,0.0,13000.0,0.0,0.0,2009,Asia,7
682,2009-07-01,Virgin Australia,New Zealand,34126.0,67.113,0.0,35243.0,30.285,0.0,2009,Oceania,7
683,2009-07-01,Virgin Australia,Papua New Guinea,1877.0,0.0,0.0,1793.0,8.966,0.0,2009,Oceania,7
684,2009-07-01,Virgin Australia,Solomon Islands,1168.0,0.0,0.0,1123.0,5.042,0.0,2009,Oceania,7
685,2009-07-01,Virgin Australia,Tonga,1101.0,1.486,0.0,1148.0,1.27,0.0,2009,Oceania,7
686,2009-07-01,Virgin Australia,Vanuatu,3116.0,0.257,0.0,2874.0,7.082,0.0,2009,Oceania,7
687,2009-07-01,Virgin Samoa,Samoa,1915.0,1.414,0.0,1814.0,2.695,0.0,2009,Oceania,7
688,2009-08-01,Aerolineas Argentinas,Argentina,1383.0,6.209,0.95,1199.0,17.022,0.0,2009,América do Sul,8
689,2009-08-01,Aerolineas Argentinas,New Zealand,894.0,39.457,0.0,1109.0,47.976,0.0,2009,Oceania,8
690,2009-08-01,Air Austral,France,193.0,0.585,0.0,377.0,0.0,0.0,2009,Europa,8
691,2009-08-01,Air Austral,Réunion,548.0,0.0,0.0,900.0,5.969,0.0,2009,África,8
692,2009-08-01,Air Caledonie,New Caledonia,3594.0,1.522,0.359,2723.0,85.589,1.395,2009,Oceania,8
693,2009-08-01,Air Canada,Canada,6142.0,285.411,0.437,6699.0,192.525,0.019,2009,América do Norte,8
694,2009-08-01,Air China,China,9102.0,266.654,46.1,7712.0,147.338,6.389,2009,Asia,8
695,2009-08-01,Air Mauritius,Mauritius,1227.0,34.147,0.0,1070.0,44.86,0.003,2009,África,8
696,2009-08-01,Air New Zealand,Cook Islands,44.0,0.08,0.0,4.0,0.0,0.0,2009,Oceania,8
697,2009-08-01,Air New Zealand,New Zealand,86489.0,1555.259,311.453,87855.0,1668.279,5.381,2009,Oceania,8
698,2009-08-01,Air Niugini,Papua New Guinea,7416.0,82.228,1.716,7902.0,212.466,17.369,2009,Oceania,8
699,2009-08-01,Air Pacific,Fiji,17879.0,312.188,2.184,17985.0,250.623,10.835,2009,Oceania,8
700,2009-08-01,Air Vanuatu,Vanuatu,4202.0,13.885,0.0,4023.0,37.384,0.0,2009,Oceania,8
701,2009-08-01,AirAsia X,Malaysia,22224.0,111.75,0.0,21701.0,19.547,0.0,2009,Asia,8
702,2009-08-01,Airlines PNG,Papua New Guinea,356.0,1.919,0.012,430.0,4.627,0.01,2009,Oceania,8
703,2009-08-01,Asiana Airlines,"Korea, Republic of",5911.0,185.666,42.798,6743.0,77.248,0.0,2009,Asia,8
704,2009-08-01,British Airways,Singapore,1754.0,120.852,0.0,1928.0,166.544,0.0,2009,Asia,8
705,2009-08-01,British Airways,Thailand,3989.0,56.383,0.0,2472.0,31.437,0.0,2009,Asia,8
706,2009-08-01,British Airways,United Kingdom,8451.0,325.261,64.12,9890.0,96.132,0.0,2009,Europa,8
707,2009-08-01,Cargolux Airlines Intl,Luxembourg,0.0,131.779,0.0,0.0,0.0,0.0,2009,Europa,8
708,2009-08-01,Cargolux Airlines Intl,New Zealand,0.0,0.0,0.0,0.0,112.484,0.0,2009,Oceania,8
709,2009-08-01,Cargolux Airlines Intl,Singapore,0.0,57.146,0.0,0.0,0.0,0.0,2009,Asia,8
710,2009-08-01,Cargolux Airlines Intl,USA,0.0,0.0,0.0,0.0,117.013,0.0,2009,América do Norte,8
711,2009-08-01,Cathay Pacific Airways,Hong Kong,53988.0,3431.321,192.857,55440.0,2163.033,29.088,2009,Asia,8
712,2009-08-01,China Airlines,Taiwan,7911.0,213.008,36.632,9012.0,58.832,0.109,2009,Asia,8
713,2009-08-01,China Eastern Airlines,China,5294.0,81.821,9.34,4228.0,78.818,0.298,2009,Asia,8
714,2009-08-01,China Southern Airlines,China,4649.0,317.822,15.599,4291.0,13.251,19.918,2009,Asia,8
715,2009-08-01,Continental Micronesia,Guam,1644.0,0.621,0.002,1683.0,1.527,0.008,2009,Oceania,8
716,2009-08-01,Delta Air Lines,USA,5771.0,486.619,35.219,6580.0,134.458,0.0,2009,América do Norte,8
717,2009-08-01,Emirates,New Zealand,21600.0,969.313,0.0,16904.0,1016.471,0.0,2009,Oceania,8
718,2009-08-01,Emirates,Singapore,3433.0,67.446,13.036,3126.0,344.418,0.0,2009,Asia,8
719,2009-08-01,Emirates,Thailand,1470.0,5.065,0.0,982.0,0.285,0.0,2009,Asia,8
720,2009-08-01,Emirates,United Arab Emirates,52870.0,1537.805,156.694,50469.0,2025.985,0.54,2009,Asia,8
721,2009-08-01,Etihad Airways,Singapore,194.0,52.205,0.0,135.0,119.946,0.006,2009,Asia,8
722,2009-08-01,Etihad Airways,United Arab Emirates,21625.0,829.989,45.036,19966.0,721.261,31.406,2009,Asia,8
723,2009-08-01,Eva Air,Taiwan,2282.0,161.222,5.386,2915.0,37.048,1.2,2009,Asia,8
724,2009-08-01,Federal Express Corporation,China,0.0,0.0,0.0,0.0,14.998,0.0,2009,Asia,8
725,2009-08-01,Federal Express Corporation,USA,0.0,913.151,0.0,0.0,0.0,0.0,2009,América do Norte,8
726,2009-08-01,Garuda Indonesia,Indonesia,20468.0,334.293,14.47,19909.0,143.539,0.015,2009,Asia,8
727,2009-08-01,Hawaiian Airlines,USA,2256.0,1.218,0.307,2414.0,28.472,0.0,2009,América do Norte,8
728,2009-08-01,Indonesia AirAsia,Indonesia,5391.0,0.0,0.0,5911.0,0.0,0.0,2009,Asia,8
729,2009-08-01,JALways,Japan,10972.0,399.869,113.681,10968.0,450.885,1.2,2009,Asia,8
730,2009-08-01,Jetstar,Indonesia,15639.0,184.617,0.0,15706.0,6.044,0.318,2009,Asia,8
731,2009-08-01,Jetstar,Japan,17765.0,364.526,7.314,18648.0,214.25,11.592,2009,Asia,8
732,2009-08-01,Jetstar,New Zealand,25761.0,31.005,0.0,27820.0,48.709,0.0,2009,Oceania,8
733,2009-08-01,Jetstar,Singapore,12344.0,20.626,1.619,12803.0,10.105,11.158,2009,Asia,8
734,2009-08-01,Jetstar,Thailand,5987.0,180.418,0.0,5949.0,33.607,1.044,2009,Asia,8
735,2009-08-01,Jetstar,USA,3797.0,85.828,2.378,4311.0,39.863,0.841,2009,América do Norte,8
736,2009-08-01,Jetstar,Vietnam,1464.0,8.97,0.0,1824.0,0.088,0.0,2009,Asia,8
737,2009-08-01,Korean Air,"Korea, Republic of",11044.0,879.583,80.645,13463.0,334.51,2.841,2009,Asia,8
738,2009-08-01,LAN Airlines,Chile,2936.0,226.348,2.749,3146.0,129.515,3.455,2009,América do Sul,8
739,2009-08-01,LAN Airlines,New Zealand,2222.0,43.578,1.818,2574.0,69.874,0.47,2009,Oceania,8
740,2009-08-01,Malaysia Airlines,Indonesia,0.0,0.0,0.0,0.0,0.0,0.0,2009,Asia,8
741,2009-08-01,Malaysia Airlines,Malaysia,38366.0,2603.463,17.184,36760.0,1059.861,0.0,2009,Asia,8
742,2009-08-01,Our Airline,Nauru,184.0,0.46,0.0,168.0,8.426,0.0,2009,Oceania,8
743,2009-08-01,Our Airline,Solomon Islands,7.0,0.0,0.0,19.0,0.0,0.0,2009,Oceania,8
744,2009-08-01,Pacific Air Express,Solomon Islands,0.0,1.411,0.0,0.0,35.41,0.0,2009,Oceania,8
745,2009-08-01,Philippine Airlines,Philippines,4702.0,223.394,7.529,4140.0,72.705,0.0,2009,Asia,8
746,2009-08-01,Qantas Airways,Argentina,2277.0,12.49,0.0,2754.0,14.497,0.893,2009,América do Sul,8
747,2009-08-01,Qantas Airways,China,4220.0,666.199,49.103,4196.0,107.514,3.561,2009,Asia,8
748,2009-08-01,Qantas Airways,Germany,4006.0,123.043,10.057,3866.0,21.126,41.028,2009,Europa,8
749,2009-08-01,Qantas Airways,Hong Kong,20583.0,1200.273,11.775,22229.0,282.739,51.676,2009,Asia,8
750,2009-08-01,Qantas Airways,India,259.0,13.77,0.0,211.0,4.643,0.499,2009,Asia,8
