,Month,Scheduled Operator,Country to/from,Passengers In,Freight In,Mail In,Passengers Out,Freight Out,Mail Out,Year,Continentes,month_idx
0,2009-01-01,Aerolineas Argentinas,Argentina,3021.0,4.313,0.6,1959.0,8.311,0.0,2009,América do Sul,1
1,2009-01-01,Aerolineas Argentinas,New Zealand,627.0,76.26,0.0,1821.0,68.539,0.0,2009,Oceania,1
2,2009-01-01,Air Caledonie,New Caledonia,6658.0,4.918,0.645,5365.0,68.621,1.291,2009,Oceania,1
3,2009-01-01,Air Canada,Canada,7489.0,174.828,0.004,6424.0,105.191,0.016,2009,América do Norte,1
4,2009-01-01,Air China,China,12458.0,201.314,18.569,11163.0,142.408,2.93,2009,Asia,1
5,2009-01-01,Air Mauritius,Mauritius,4635.0,36.586,0.429,3782.0,80.174,0.004,2009,África,1
6,2009-01-01,Air New Zealand,Cook Islands,94.0,0.0,0.0,39.0,0.0,0.0,2009,Oceania,1
7,2009-01-01,Air New Zealand,Germany,0.0,1.136,0.0,0.0,0.0,0.0,2009,Europa,1
8,2009-01-01,Air New Zealand,New Zealand,109904.0,1811.254,197.664,100460.0,1385.565,8.268,2009,Oceania,1
9,2009-01-01,Air New Zealand,USA,0.0,164.046,0.0,0.0,0.0,0.0,2009,América do Norte,1
10,2009-01-01,Air Niugini,Papua New Guinea,6817.0,33.701,1.835,7459.0,226.424,10.376,2009,Oceania,1
11,2009-01-01,Air Pacific,Fiji,19539.0,184.517,0.264,13401.0,248.81,7.711,2009,Oceania,1
12,2009-01-01,Air Tahiti Nui,French Polynesia,1917.0,40.241,0.0,1964.0,54.943,0.0,2009,Oceania,1
13,2009-01-01,Air Vanuatu,Vanuatu,5212.0,12.364,0.0,4390.0,29.484,0.0,2009,Oceania,1
14,2009-01-01,AirAsia X,Malaysia,21143.0,106.524,0.0,17676.0,57.274,0.0,2009,Asia,1
15,2009-01-01,Airlines PNG,Papua New Guinea,500.0,0.713,0.019,598.0,4.014,0.018,2009,Oceania,1
16,2009-01-01,Airnorth,Indonesia,397.0,0.0,0.0,325.0,0.0,0.0,2009,Asia,1
17,2009-01-01,Asiana Airlines,"Korea, Republic of",8996.0,164.319,7.17,7684.0,74.99,0.0,2009,Asia,1
18,2009-01-01,British Airways,Singapore,2602.0,114.784,0.0,2064.0,156.193,0.0,2009,Asia,1
19,2009-01-01,British Airways,Thailand,4270.0,42.123,0.0,3990.0,61.431,0.0,2009,Asia,1
20,2009-01-01,British Airways,United Kingdom,9854.0,281.235,77.053,8899.0,101.171,0.0,2009,Europa,1
21,2009-01-01,Cargolux Airlines Intl,Luxembourg,0.0,65.05,0.0,0.0,0.0,0.0,2009,Europa,1
22,2009-01-01,Cargolux Airlines Intl,New Zealand,0.0,0.0,0.0,0.0,43.302,0.0,2009,Oceania,1
23,2009-01-01,Cargolux Airlines Intl,Singapore,0.0,28.434,0.0,0.0,0.0,0.0,2009,Asia,1
24,2009-01-01,Cargolux Airlines Intl,USA,0.0,0.0,0.0,0.0,36.274,0.0,2009,América do Norte,1
25,2009-01-01,Cathay Pacific Airways,Hong Kong,71949.0,2393.881,128.887,59968.0,3818.218,32.975,2009,Asia,1
26,2009-01-01,China Airlines,Taiwan,9003.0,48.997,9.324,7596.0,25.802,0.0,2009,Asia,1
27,2009-01-01,China Eastern Airlines,China,13224.0,90.618,9.545,9311.0,80.481,1.716,2009,Asia,1
28,2009-01-01,China Southern Airlines,China,8399.0,182.84,16.055,6431.0,9.68,3.532,2009,Asia,1
29,2009-01-01,Continental Micronesia,Guam,1128.0,0.293,0.002,1084.0,1.249,0.008,2009,Oceania,1
30,2009-01-01,Emirates,New Zealand,28408.0,1376.306,0.0,19391.0,745.554,0.0,2009,Oceania,1
31,2009-01-01,Emirates,Singapore,1653.0,104.613,19.924,1161.0,453.011,0.0,2009,Asia,1
32,2009-01-01,Emirates,Thailand,2499.0,0.932,0.221,914.0,0.0,0.0,2009,Asia,1
33,2009-01-01,Emirates,United Arab Emirates,47921.0,960.074,204.219,44881.0,1503.076,0.232,2009,Asia,1
34,2009-01-01,Etihad Airways,Singapore,852.0,47.784,0.0,816.0,64.935,0.001,2009,Asia,1
35,2009-01-01,Etihad Airways,United Arab Emirates,16644.0,226.273,34.125,14554.0,427.113,34.473,2009,Asia,1
36,2009-01-01,Eva Air,Taiwan,4817.0,69.225,4.425,3363.0,165.277,2.252,2009,Asia,1
37,2009-01-01,Federal Express Corporation,Philippines,0.0,0.0,0.0,0.0,251.305,0.0,2009,Asia,1
38,2009-01-01,Federal Express Corporation,USA,0.0,692.401,20.661,0.0,0.0,0.0,2009,América do Norte,1
39,2009-01-01,Garuda Indonesia,Indonesia,24994.0,161.442,7.316,17474.0,106.534,0.042,2009,Asia,1
40,2009-01-01,Hawaiian Airlines,USA,2607.0,2.044,1.463,1950.0,23.54,0.0,2009,América do Norte,1
41,2009-01-01,JALways,Japan,19355.0,199.948,82.843,16434.0,158.994,0.534,2009,Asia,1
42,2009-01-01,Jetstar,Indonesia,14771.0,175.62,0.0,12261.0,10.446,0.233,2009,Asia,1
43,2009-01-01,Jetstar,Japan,21198.0,100.403,26.336,19116.0,117.448,6.033,2009,Asia,1
44,2009-01-01,Jetstar,New Zealand,17054.0,47.119,0.0,16873.0,20.416,0.0,2009,Oceania,1
45,2009-01-01,Jetstar,Singapore,13745.0,16.473,0.0,10829.0,4.562,11.435,2009,Asia,1
46,2009-01-01,Jetstar,Thailand,7186.0,93.489,1.244,6192.0,70.099,1.009,2009,Asia,1
47,2009-01-01,Jetstar,USA,5569.0,43.281,0.472,4149.0,52.902,0.436,2009,América do Norte,1
48,2009-01-01,Jetstar,Vietnam,3067.0,4.358,0.0,2846.0,0.162,0.0,2009,Asia,1
49,2009-01-01,Korean Air,"Korea, Republic of",18508.0,579.534,70.201,14281.0,430.878,15.975,2009,Asia,1
50,2009-01-01,LAN Airlines,Chile,2995.0,129.09,0.982,2477.0,43.957,3.641,2009,América do Sul,1
51,2009-01-01,LAN Airlines,New Zealand,3024.0,22.204,0.0,3140.0,50.64,0.0,2009,Oceania,1
52,2009-01-01,Malaysia Airlines,Malaysia,40337.0,1980.247,11.826,33459.0,1550.668,0.0,2009,Asia,1
53,2009-01-01,Our Airline,Nauru,295.0,0.583,0.0,391.0,12.639,0.0,2009,Oceania,1
54,2009-01-01,Our Airline,Solomon Islands,387.0,0.0,0.0,389.0,0.0,0.0,2009,Oceania,1
55,2009-01-01,OzJet,Indonesia,1331.0,0.0,0.0,698.0,0.0,0.0,2009,Asia,1
56,2009-01-01,Pacific Air Express,Solomon Islands,0.0,2.804,0.0,0.0,38.482,0.0,2009,Oceania,1
57,2009-01-01,Philippine Airlines,Philippines,8624.0,70.307,5.423,5500.0,32.119,0.0,2009,Asia,1
58,2009-01-01,Qantas Airways,Argentina,3755.0,7.773,0.0,2668.0,6.342,0.79,2009,América do Sul,1
59,2009-01-01,Qantas Airways,China,9575.0,333.011,15.512,7297.0,169.313,9.246,2009,Asia,1
60,2009-01-01,Qantas Airways,Fiji,227.0,0.0,0.0,0.0,0.0,0.0,2009,Oceania,1
61,2009-01-01,Qantas Airways,Germany,3966.0,262.905,3.682,4593.0,18.726,49.079,2009,Europa,1
62,2009-01-01,Qantas Airways,Hong Kong,34784.0,828.616,8.914,25314.0,1326.582,63.014,2009,Asia,1
63,2009-01-01,Qantas Airways,India,2320.0,33.002,0.0,1788.0,10.412,5.006,2009,Asia,1
64,2009-01-01,Qantas Airways,Indonesia,3656.0,40.054,0.0,3078.0,85.523,3.202,2009,Asia,1
65,2009-01-01,Qantas Airways,Japan,11388.0,120.117,54.089,10373.0,83.95,75.177,2009,Asia,1
66,2009-01-01,Qantas Airways,New Caledonia,2953.0,1.424,0.247,2415.0,9.487,2.547,2009,Oceania,1
67,2009-01-01,Qantas Airways,New Zealand,58995.0,1297.504,0.0,55872.0,1078.297,145.153,2009,Oceania,1
68,2009-01-01,Qantas Airways,Philippines,3800.0,29.056,5.065,2909.0,57.003,2.058,2009,Asia,1
69,2009-01-01,Qantas Airways,Singapore,47056.0,957.483,34.135,39136.0,1831.078,153.107,2009,Asia,1
70,2009-01-01,Qantas Airways,South Africa,7534.0,74.244,4.183,6970.0,33.414,9.467,2009,África,1
71,2009-01-01,Qantas Airways,Thailand,3430.0,111.05,7.672,3336.0,136.701,15.277,2009,Asia,1
72,2009-01-01,Qantas Airways,United Kingdom,19705.0,327.466,66.691,18843.0,67.058,147.255,2009,Europa,1
73,2009-01-01,Qantas Airways,United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,2009,Asia,1
74,2009-01-01,Qantas Airways,USA,50608.0,1387.483,186.836,40914.0,384.012,172.321,2009,América do Norte,1
75,2009-01-01,Royal Brunei Airlines,Brunei,8683.0,62.188,0.054,6045.0,122.552,0.0,2009,Asia,1
76,2009-01-01,Royal Brunei Airlines,New Zealand,1549.0,46.123,0.0,1589.0,36.896,0.0,2009,Oceania,1
77,2009-01-01,Singapore Airlines,New Zealand,0.0,44.361,0.0,0.0,233.739,0.0,2009,Oceania,1
78,2009-01-01,Singapore Airlines,Singapore,141528.0,3664.545,143.715,111712.0,5125.575,0.65,2009,Asia,1
79,2009-01-01,SkyAirWorld,Solomon Islands,393.0,0.0,0.0,305.0,0.0,0.0,2009,Oceania,1
80,2009-01-01,Solomon Airlines,Solomon Islands,401.0,2.725,0.0,335.0,4.636,0.0,2009,Oceania,1
81,2009-01-01,South African Airways,South Africa,6562.0,26.962,3.226,5675.0,85.146,1.616,2009,África,1
82,2009-01-01,Tasman Cargo Airlines,New Zealand,0.0,178.073,0.0,0.0,206.678,0.0,2009,Oceania,1
83,2009-01-01,Thai Airways International,Thailand,49994.0,1265.891,175.129,35166.0,1717.165,3.331,2009,Asia,1
84,2009-01-01,Tiger Airways,Singapore,5128.0,0.0,0.0,3969.0,0.0,0.0,2009,Asia,1
85,2009-01-01,United Airlines,USA,22081.0,87.76,75.119,20526.0,377.026,9.892,2009,América do Norte,1
86,2009-01-01,United Parcel Service,Hong Kong,0.0,0.0,0.0,0.0,3.569,0.0,2009,Asia,1
87,2009-01-01,United Parcel Service,Singapore,0.0,0.0,0.0,0.0,72.616,0.0,2009,Asia,1
88,2009-01-01,United Parcel Service,USA,0.0,835.865,0.0,0.0,0.0,0.0,2009,América do Norte,1
89,2009-01-01,Vietnam Airlines,Vietnam,11218.0,130.322,0.0,10097.0,54.111,0.0,2009,Asia,1
90,2009-01-01,Virgin Atlantic Airways,Hong Kong,5610.0,200.755,0.0,2839.0,128.016,0.0,2009,Asia,1
91,2009-01-01,Virgin Atlantic Airways,United Kingdom,3256.0,19.185,0.0,3791.0,12.521,0.0,2009,Europa,1
92,2009-01-01,Virgin Australia,Fiji,8839.0,5.827,0.0,6329.0,33.161,0.0,2009,Oceania,1
93,2009-01-01,Virgin Australia,Indonesia,7226.0,0.0,0.0,6347.0,0.0,0.0,2009,Asia,1
94,2009-01-01,Virgin Australia,New Zealand,40708.0,32.645,0.0,41058.0,35.491,0.0,2009,Oceania,1
95,2009-01-01,Virgin Australia,Papua New Guinea,1284.0,0.0,0.0,1112.0,4.115,0.0,2009,Oceania,1
96,2009-01-01,Virgin Australia,Solomon Islands,634.0,0.0,0.0,615.0,5.777,0.0,2009,Oceania,1
97,2009-01-01,Virgin Australia,Tonga,1291.0,3.921,0.0,959.0,1.088,0.0,2009,Oceania,1
98,2009-01-01,Virgin Australia,Vanuatu,3389.0,0.92,0.0,2806.0,3.167,0.0,2009,Oceania,1
99,2009-01-01,Virgin Samoa,Samoa,2443.0,0.682,0.0,1605.0,1.303,0.0,2009,Oceania,1
100,2009-02-01,Aerolineas Argentinas,Argentina,2600.0,3.989,0.7,2226.0,8.777,0.0,2009,América do Sul,2
101,2009-02-01,Aerolineas Argentinas,New Zealand,481.0,113.369,0.0,1299.0,95.062,0.0,2009,Oceania,2
102,2009-02-01,Air Caledonie,New Caledonia,3248.0,1.745,0.686,5939.0,56.649,1.909,2009,Oceania,2
103,2009-02-01,Air Canada,Canada,5649.0,175.64,0.009,4823.0,164.675,0.012,2009,América do Norte,2
104,2009-02-01,Air China,China,11072.0,177.409,14.504,9063.0,191.675,2.305,2009,Asia,2
105,2009-02-01,Air Mauritius,Mauritius,2183.0,33.178,0.42,1181.0,49.724,0.0,2009,África,2
106,2009-02-01,Air New Zealand,Germany,0.0,12.238,0.0,0.0,0.0,0.0,2009,Europa,2
107,2009-02-01,Air New Zealand,New Zealand,79791.0,1959.916,229.181,83383.0,1304.029,3.812,2009,Oceania,2
108,2009-02-01,Air New Zealand,USA,0.0,219.608,0.0,0.0,0.0,0.0,2009,América do Norte,2
109,2009-02-01,Air Niugini,Papua New Guinea,6022.0,38.169,0.851,6102.0,236.836,5.066,2009,Oceania,2
110,2009-02-01,Air Pacific,Fiji,9627.0,207.948,0.0,8864.0,270.344,14.712,2009,Oceania,2
111,2009-02-01,Air Tahiti Nui,French Polynesia,618.0,11.043,0.0,659.0,30.646,0.0,2009,Oceania,2
112,2009-02-01,Air Vanuatu,Vanuatu,2696.0,8.952,0.0,2722.0,43.476,0.0,2009,Oceania,2
113,2009-02-01,AirAsia X,Malaysia,17063.0,104.377,0.0,10837.0,0.0,0.0,2009,Asia,2
114,2009-02-01,Airlines PNG,Papua New Guinea,335.0,0.848,0.015,330.0,5.173,0.014,2009,Oceania,2
115,2009-02-01,Asiana Airlines,"Korea, Republic of",7744.0,184.859,6.924,6736.0,70.145,0.0,2009,Asia,2
116,2009-02-01,British Airways,Singapore,1921.0,102.688,0.0,2083.0,181.887,0.0,2009,Asia,2
117,2009-02-01,British Airways,Thailand,3535.0,31.094,0.156,3514.0,35.077,0.0,2009,Asia,2
118,2009-02-01,British Airways,United Kingdom,9093.0,311.516,58.759,6196.0,99.574,0.0,2009,Europa,2
119,2009-02-01,Cargolux Airlines Intl,Luxembourg,0.0,95.452,0.0,0.0,0.0,0.0,2009,Europa,2
120,2009-02-01,Cargolux Airlines Intl,New Zealand,0.0,0.0,0.0,0.0,111.466,0.0,2009,Oceania,2
121,2009-02-01,Cargolux Airlines Intl,Singapore,0.0,41.326,0.0,0.0,0.0,0.0,2009,Asia,2
122,2009-02-01,Cargolux Airlines Intl,USA,0.0,0.0,0.0,0.0,40.594,0.0,2009,América do Norte,2
123,2009-02-01,Cathay Pacific Airways,Hong Kong,64326.0,2387.559,117.794,45682.0,3716.174,26.297,2009,Asia,2
124,2009-02-01,China Airlines,Taiwan,8062.0,66.912,14.589,6179.0,29.223,0.0,2009,Asia,2
125,2009-02-01,China Eastern Airlines,China,10789.0,152.131,6.245,7195.0,107.411,1.895,2009,Asia,2
126,2009-02-01,China Southern Airlines,China,6751.0,147.55,11.083,4639.0,6.233,3.539,2009,Asia,2
127,2009-02-01,Continental Micronesia,Guam,1097.0,0.295,0.0,1066.0,1.962,0.004,2009,Oceania,2
128,2009-02-01,Emirates,New Zealand,20913.0,1018.102,0.0,19364.0,704.347,0.236,2009,Oceania,2
129,2009-02-01,Emirates,Singapore,2447.0,89.636,22.585,2008.0,322.155,0.0,2009,Asia,2
130,2009-02-01,Emirates,Thailand,1411.0,2.84,0.0,1777.0,0.402,0.0,2009,Asia,2
131,2009-02-01,Emirates,United Arab Emirates,48776.0,1389.861,183.303,36122.0,2085.852,0.476,2009,Asia,2
132,2009-02-01,Etihad Airways,Singapore,918.0,44.008,0.0,424.0,58.444,0.004,2009,Asia,2
133,2009-02-01,Etihad Airways,United Arab Emirates,12513.0,295.127,10.747,8674.0,489.098,13.472,2009,Asia,2
134,2009-02-01,Eva Air,Taiwan,2824.0,82.431,3.971,2445.0,32.486,1.023,2009,Asia,2
135,2009-02-01,Federal Express Corporation,China,0.0,0.0,0.0,0.0,23.199,0.0,2009,Asia,2
136,2009-02-01,Federal Express Corporation,Philippines,0.0,0.0,0.0,0.0,38.231,0.0,2009,Asia,2
137,2009-02-01,Federal Express Corporation,USA,0.0,762.037,16.992,0.0,0.0,0.0,2009,América do Norte,2
138,2009-02-01,Garuda Indonesia,Indonesia,11576.0,158.508,8.643,9435.0,76.486,0.032,2009,Asia,2
139,2009-02-01,Hawaiian Airlines,USA,1519.0,4.055,2.279,1462.0,32.0,0.0,2009,América do Norte,2
140,2009-02-01,JALways,Japan,17709.0,223.702,68.981,16211.0,177.339,0.187,2009,Asia,2
141,2009-02-01,Jetstar,Indonesia,10943.0,120.32,0.0,10649.0,12.736,0.347,2009,Asia,2
142,2009-02-01,Jetstar,Japan,19795.0,124.14,29.953,17893.0,97.079,5.32,2009,Asia,2
143,2009-02-01,Jetstar,New Zealand,13851.0,36.078,0.0,15368.0,22.386,0.0,2009,Oceania,2
144,2009-02-01,Jetstar,Singapore,11207.0,17.354,0.012,7802.0,3.792,10.033,2009,Asia,2
145,2009-02-01,Jetstar,Thailand,5833.0,119.069,0.685,4350.0,80.476,1.087,2009,Asia,2
146,2009-02-01,Jetstar,USA,2755.0,75.204,0.337,2405.0,55.829,0.269,2009,América do Norte,2
147,2009-02-01,Jetstar,Vietnam,3073.0,0.914,0.0,1874.0,0.034,0.0,2009,Asia,2
148,2009-02-01,Korean Air,"Korea, Republic of",16003.0,604.494,79.549,12227.0,405.949,2.807,2009,Asia,2
149,2009-02-01,LAN Airlines,Chile,2590.0,130.647,1.073,2977.0,80.815,3.077,2009,América do Sul,2
150,2009-02-01,LAN Airlines,New Zealand,1186.0,38.673,0.0,2623.0,38.108,0.001,2009,Oceania,2
151,2009-02-01,Malaysia Airlines,Malaysia,32092.0,2078.438,12.242,26188.0,1454.58,0.0,2009,Asia,2
152,2009-02-01,Our Airline,Nauru,204.0,0.452,0.0,226.0,10.897,0.0,2009,Oceania,2
153,2009-02-01,Our Airline,Solomon Islands,441.0,0.0,0.0,532.0,0.0,0.0,2009,Oceania,2
154,2009-02-01,OzJet,Indonesia,185.0,0.0,0.0,260.0,0.0,0.0,2009,Asia,2
155,2009-02-01,Pacific Air Express,Solomon Islands,0.0,1.799,0.0,0.0,45.735,0.0,2009,Oceania,2
156,2009-02-01,Philippine Airlines,Philippines,6270.0,91.453,5.38,5088.0,92.143,0.0,2009,Asia,2
157,2009-02-01,Qantas Airways,Argentina,2875.0,13.632,0.0,3738.0,19.778,0.784,2009,América do Sul,2
158,2009-02-01,Qantas Airways,China,8613.0,399.745,16.622,7071.0,191.82,8.35,2009,Asia,2
159,2009-02-01,Qantas Airways,Germany,3782.0,170.694,3.657,3696.0,22.007,44.411,2009,Europa,2
160,2009-02-01,Qantas Airways,Hong Kong,27598.0,728.606,11.312,23416.0,1032.685,55.792,2009,Asia,2
161,2009-02-01,Qantas Airways,India,2140.0,47.795,0.0,2005.0,23.792,4.158,2009,Asia,2
162,2009-02-01,Qantas Airways,Indonesia,3921.0,44.587,0.0,2657.0,129.674,3.071,2009,Asia,2
163,2009-02-01,Qantas Airways,Japan,10360.0,111.25,50.254,9175.0,100.945,55.218,2009,Asia,2
164,2009-02-01,Qantas Airways,New Caledonia,1650.0,0.712,0.21,2411.0,12.08,1.994,2009,Oceania,2
165,2009-02-01,Qantas Airways,New Zealand,46456.0,1387.838,0.0,49758.0,1252.094,161.958,2009,Oceania,2
166,2009-02-01,Qantas Airways,Philippines,3221.0,17.977,4.63,3180.0,46.991,2.156,2009,Asia,2
167,2009-02-01,Qantas Airways,Singapore,39065.0,1131.04,30.282,30833.0,1785.134,140.194,2009,Asia,2
168,2009-02-01,Qantas Airways,South Africa,6442.0,99.834,4.206,5343.0,88.025,9.381,2009,África,2
169,2009-02-01,Qantas Airways,Thailand,4595.0,94.039,5.659,3425.0,121.513,13.893,2009,Asia,2
170,2009-02-01,Qantas Airways,United Kingdom,14998.0,349.012,55.962,13666.0,105.618,131.697,2009,Europa,2
171,2009-02-01,Qantas Airways,USA,41074.0,1348.589,169.21,33881.0,471.154,162.977,2009,América do Norte,2
172,2009-02-01,Royal Brunei Airlines,Brunei,6625.0,49.288,0.086,3822.0,105.85,0.0,2009,Asia,2
173,2009-02-01,Royal Brunei Airlines,New Zealand,1290.0,77.128,0.0,1083.0,56.363,0.0,2009,Oceania,2
174,2009-02-01,Singapore Airlines,New Zealand,0.0,100.508,0.0,0.0,257.141,0.0,2009,Oceania,2
175,2009-02-01,Singapore Airlines,Singapore,108146.0,3690.327,112.517,79581.0,4943.99,0.72,2009,Asia,2
176,2009-02-01,SkyAirWorld,Solomon Islands,89.0,0.0,0.0,73.0,0.0,0.0,2009,Oceania,2
177,2009-02-01,Solomon Airlines,Solomon Islands,221.0,3.92,0.0,266.0,6.863,0.0,2009,Oceania,2
178,2009-02-01,South African Airways,South Africa,5153.0,27.063,3.844,3524.0,121.398,1.617,2009,África,2
179,2009-02-01,Tasman Cargo Airlines,New Zealand,0.0,274.783,0.0,0.0,250.049,0.0,2009,Oceania,2
180,2009-02-01,Thai Airways International,Thailand,41992.0,1351.996,147.548,29722.0,1885.554,2.428,2009,Asia,2
181,2009-02-01,Tiger Airways,Singapore,4486.0,0.0,0.0,3105.0,0.0,0.0,2009,Asia,2
182,2009-02-01,United Airlines,USA,16906.0,44.01,70.042,13420.0,501.812,10.367,2009,América do Norte,2
183,2009-02-01,United Parcel Service,Hong Kong,0.0,0.0,0.0,0.0,4.668,0.0,2009,Asia,2
184,2009-02-01,United Parcel Service,Singapore,0.0,0.0,0.0,0.0,93.164,0.0,2009,Asia,2
185,2009-02-01,United Parcel Service,USA,0.0,902.902,0.0,0.0,0.0,0.0,2009,América do Norte,2
186,2009-02-01,V Australia,USA,90.0,21.281,0.0,137.0,13.58,0.0,2009,América do Norte,2
187,2009-02-01,Vietnam Airlines,Vietnam,10179.0,137.497,0.0,5596.0,86.917,0.0,2009,Asia,2
188,2009-02-01,Virgin Atlantic Airways,Hong Kong,4028.0,383.8,0.0,2942.0,139.826,0.0,2009,Asia,2
189,2009-02-01,Virgin Atlantic Airways,United Kingdom,3852.0,33.272,0.0,3028.0,55.294,0.0,2009,Europa,2
190,2009-02-01,Virgin Australia,Fiji,6212.0,7.764,0.0,6798.0,29.932,0.0,2009,Oceania,2
191,2009-02-01,Virgin Australia,Indonesia,5967.0,0.0,0.0,6554.0,0.0,0.0,2009,Asia,2
192,2009-02-01,Virgin Australia,New Zealand,30170.0,28.258,0.0,34989.0,37.335,0.0,2009,Oceania,2
193,2009-02-01,Virgin Australia,Papua New Guinea,764.0,0.0,0.0,797.0,4.086,0.0,2009,Oceania,2
194,2009-02-01,Virgin Australia,Solomon Islands,505.0,0.0,0.0,601.0,2.448,0.0,2009,Oceania,2
195,2009-02-01,Virgin Australia,Tonga,955.0,3.921,0.0,860.0,0.902,0.0,2009,Oceania,2
196,2009-02-01,Virgin Australia,Vanuatu,1962.0,1.951,0.0,1859.0,5.769,0.0,2009,Oceania,2
197,2009-02-01,Virgin Samoa,Samoa,1488.0,0.702,0.0,1426.0,1.128,0.0,2009,Oceania,2
198,2009-03-01,Aerolineas Argentinas,Argentina,2775.0,11.312,0.9,1781.0,9.778,0.0,2009,América do Sul,3
199,2009-03-01,Aerolineas Argentinas,New Zealand,713.0,56.209,0.0,1009.0,81.472,0.0,2009,Oceania,3
200,2009-03-01,Air Caledonie,New Caledonia,3390.0,4.624,0.518,3215.0,72.479,0.984,2009,Oceania,3
201,2009-03-01,Air Canada,Canada,4998.0,201.361,0.0,5515.0,145.033,0.028,2009,América do Norte,3
202,2009-03-01,Air Canada,USA,0.0,0.0,0.0,0.0,0.0,0.0,2009,América do Norte,3
203,2009-03-01,Air China,China,9346.0,305.973,24.468,7004.0,128.477,3.109,2009,Asia,3
204,2009-03-01,Air Mauritius,Mauritius,1494.0,32.49,0.688,1412.0,53.768,0.0,2009,África,3
205,2009-03-01,Air New Zealand,Germany,0.0,11.257,0.0,0.0,0.0,0.0,2009,Europa,3
206,2009-03-01,Air New Zealand,New Zealand,95820.0,1663.463,238.288,86923.0,1444.168,2.537,2009,Oceania,3
207,2009-03-01,Air New Zealand,USA,0.0,164.111,0.0,0.0,0.0,0.0,2009,América do Norte,3
208,2009-03-01,Air Niugini,Papua New Guinea,7099.0,58.292,2.457,7342.0,219.071,12.914,2009,Oceania,3
209,2009-03-01,Air Pacific,Fiji,10221.0,254.725,0.005,10976.0,236.299,12.017,2009,Oceania,3
210,2009-03-01,Air Tahiti Nui,French Polynesia,638.0,11.231,0.0,581.0,33.895,0.0,2009,Oceania,3
211,2009-03-01,Air Vanuatu,Vanuatu,3098.0,14.185,0.0,3165.0,50.292,0.0,2009,Oceania,3
212,2009-03-01,AirAsia X,Malaysia,17976.0,126.511,0.0,17132.0,19.639,0.0,2009,Asia,3
213,2009-03-01,Airlines PNG,Papua New Guinea,383.0,1.372,0.014,411.0,4.964,0.015,2009,Oceania,3
214,2009-03-01,Asiana Airlines,"Korea, Republic of",6790.0,210.449,22.453,6419.0,95.852,0.0,2009,Asia,3
215,2009-03-01,British Airways,Singapore,2501.0,131.781,0.0,2477.0,302.214,0.0,2009,Asia,3
216,2009-03-01,British Airways,Thailand,4065.0,48.549,0.0,3955.0,57.415,0.0,2009,Asia,3
217,2009-03-01,British Airways,United Kingdom,8063.0,300.853,63.783,9490.0,135.262,0.0,2009,Europa,3
218,2009-03-01,Cargolux Airlines Intl,Luxembourg,0.0,102.769,0.0,0.0,0.0,0.0,2009,Europa,3
219,2009-03-01,Cargolux Airlines Intl,New Zealand,0.0,0.0,0.0,0.0,117.015,0.0,2009,Oceania,3
220,2009-03-01,Cargolux Airlines Intl,Singapore,0.0,35.193,0.0,0.0,0.0,0.0,2009,Asia,3
221,2009-03-01,Cargolux Airlines Intl,USA,0.0,0.0,0.0,0.0,65.589,0.0,2009,América do Norte,3
222,2009-03-01,Cathay Pacific Airways,Hong Kong,56203.0,3571.388,80.761,53132.0,3803.033,26.838,2009,Asia,3
223,2009-03-01,China Airlines,Taiwan,7073.0,85.271,10.242,7303.0,40.245,0.409,2009,Asia,3
224,2009-03-01,China Eastern Airlines,China,6434.0,143.948,11.405,4487.0,89.32,3.43,2009,Asia,3
225,2009-03-01,China Southern Airlines,China,6586.0,361.074,18.67,5970.0,7.795,4.312,2009,Asia,3
226,2009-03-01,Continental Micronesia,Guam,2066.0,0.045,0.002,1913.0,7.518,0.009,2009,Oceania,3
227,2009-03-01,Emirates,New Zealand,24712.0,946.884,0.084,21259.0,832.905,0.0,2009,Oceania,3
228,2009-03-01,Emirates,Singapore,2322.0,68.515,26.306,2213.0,398.995,0.0,2009,Asia,3
229,2009-03-01,Emirates,Thailand,2640.0,0.0,0.0,2187.0,0.053,0.0,2009,Asia,3
230,2009-03-01,Emirates,United Arab Emirates,43264.0,1344.371,203.254,46582.0,2163.848,0.349,2009,Asia,3
231,2009-03-01,Etihad Airways,Singapore,732.0,55.926,0.0,781.0,78.944,0.0,2009,Asia,3
232,2009-03-01,Etihad Airways,United Arab Emirates,10121.0,461.904,18.437,13803.0,546.803,15.28,2009,Asia,3
233,2009-03-01,Eva Air,Taiwan,2372.0,84.892,4.346,2199.0,30.718,1.334,2009,Asia,3
234,2009-03-01,Federal Express Corporation,China,0.0,0.0,0.0,0.0,360.796,0.0,2009,Asia,3
235,2009-03-01,Federal Express Corporation,USA,0.0,748.2,11.49,0.0,0.0,0.0,2009,América do Norte,3
236,2009-03-01,Garuda Indonesia,Indonesia,12780.0,192.575,7.619,12948.0,108.867,0.019,2009,Asia,3
237,2009-03-01,Hawaiian Airlines,USA,1462.0,2.792,2.939,1516.0,33.15,0.0,2009,América do Norte,3
238,2009-03-01,JALways,Japan,15006.0,216.676,75.813,16019.0,252.067,0.091,2009,Asia,3
239,2009-03-01,Jetstar,Indonesia,13065.0,130.889,0.0,13631.0,15.624,0.458,2009,Asia,3
