,Month,Passengers In,Freight In,Passengers Out,Freight Out
3469,2011-09-01,5935.0,47.253,5069.0,212.718
3470,2011-09-01,0.0,353.283,0.0,417.742
3471,2011-09-01,40137.0,2577.725,44494.0,1317.309
3472,2011-09-01,3902.0,0.0,4391.0,0.0
3473,2011-09-01,18863.0,0.779,19747.0,435.746
3474,2011-09-01,0.0,0.0,0.0,8.269
3475,2011-09-01,0.0,0.0,0.0,5.432
3476,2011-09-01,0.0,0.0,0.0,90.8
3477,2011-09-01,0.0,1939.662,0.0,0.0
3478,2011-09-01,4199.0,65.171,4189.0,46.375
3479,2011-09-01,19046.0,521.788,19840.0,261.769
3480,2011-09-01,10032.0,449.792,11446.0,130.494
3481,2011-09-01,3328.0,502.125,3151.0,149.092
3482,2011-09-01,3026.0,30.65,2487.0,12.712
3483,2011-09-01,14966.0,1.039,15997.0,7.764
3484,2011-09-01,20502.0,0.0,22806.0,0.0
3485,2011-09-01,30222.0,59.376,36340.0,35.442
3486,2011-09-01,1803.0,0.608,1843.0,13.246
3487,2011-09-01,680.0,0.0,774.0,7.018
3488,2011-09-01,1589.0,0.0,1495.0,0.0
3489,2011-09-01,1148.0,1.756,1302.0,0.729
3490,2011-09-01,1870.0,6.76,2086.0,6.722
3491,2011-09-01,2127.0,0.925,1974.0,2.353
3492,2011-10-01,1480.0,4.767,1355.0,21.191
3493,2011-10-01,1360.0,36.359,1667.0,63.704
3494,2011-10-01,106.0,0.0,37.0,3.883
3495,2011-10-01,961.0,2.888,853.0,10.252
3496,2011-10-01,3961.0,0.0,3842.0,0.0
3497,2011-10-01,3479.0,0.0,3522.0,0.0
3498,2011-10-01,4009.0,3.326,3564.0,95.606
3499,2011-10-01,7781.0,313.425,5920.0,142.991
3500,2011-10-01,10836.0,344.109,9101.0,218.443
3501,2011-10-01,2356.0,31.23,1619.0,35.108
3502,2011-10-01,881.0,3.426,869.0,4.483
3503,2011-10-01,112520.0,2020.229,105750.0,1804.396
3504,2011-10-01,7597.0,67.934,7976.0,279.156
3505,2011-10-01,5229.0,9.212,4661.0,44.931
3506,2011-10-01,25624.0,544.584,22536.0,85.28
3507,2011-10-01,69.0,0.0,73.0,2.494
3508,2011-10-01,7857.0,181.913,6675.0,128.534
3509,2011-10-01,3360.0,102.791,2049.0,56.963
3510,2011-10-01,4282.0,22.273,2741.0,18.7
3511,2011-10-01,9151.0,489.197,5820.0,189.945
3512,2011-10-01,71368.0,5138.276,58886.0,2234.351
3513,2011-10-01,2466.0,39.825,2983.0,73.976
3514,2011-10-01,7341.0,114.63,6873.0,65.706
3515,2011-10-01,13648.0,270.692,11967.0,175.502
3516,2011-10-01,22289.0,1069.395,20963.0,63.735
3517,2011-10-01,920.0,0.0,844.0,0.91
3518,2011-10-01,7655.0,290.454,6216.0,214.625
3519,2011-10-01,1656.0,2.643,2454.0,27.199
3520,2011-10-01,27403.0,1430.025,23810.0,721.99
3521,2011-10-01,6977.0,159.572,5266.0,527.367
3522,2011-10-01,2905.0,1.038,3843.0,0.086
3523,2011-10-01,82085.0,2972.519,43774.0,1915.517
3524,2011-10-01,737.0,53.24,930.0,27.007
3525,2011-10-01,24018.0,884.984,17059.0,846.108
3526,2011-10-01,1868.0,86.499,1656.0,20.871
3527,2011-10-01,0.0,0.0,0.0,23.75
3528,2011-10-01,0.0,1017.669,0.0,0.0
3529,2011-10-01,19004.0,534.289,17693.0,214.813
3530,2011-10-01,29286.0,673.068,26009.0,199.497
3531,2011-10-01,1836.0,143.42,1559.0,16.15
3532,2011-10-01,5399.0,34.569,4895.0,35.387
3533,2011-10-01,19236.0,0.0,17030.0,0.0
3534,2011-10-01,6541.0,215.3,5611.0,145.515
3535,2011-10-01,2714.0,0.0,2459.0,0.0
3536,2011-10-01,22930.0,319.109,21323.0,6.44
3537,2011-10-01,19810.0,511.555,16675.0,169.84
3538,2011-10-01,29128.0,16.598,28008.0,24.584
3539,2011-10-01,1621.0,0.0,1787.0,0.0
3540,2011-10-01,14104.0,155.566,11883.0,227.168
3541,2011-10-01,6868.0,167.964,6282.0,44.627
3542,2011-10-01,6262.0,114.139,5539.0,35.611
3543,2011-10-01,1421.0,3.092,1636.0,0.154
3544,2011-10-01,4148.0,0.0,4048.0,0.0
3545,2011-10-01,16569.0,776.196,11722.0,493.624
3546,2011-10-01,3037.0,143.401,2536.0,237.102
3547,2011-10-01,1155.0,5.527,2157.0,43.913
3548,2011-10-01,0.0,117.091,0.0,0.0
3549,2011-10-01,0.0,0.0,0.0,9.575
3550,2011-10-01,52718.0,3172.49,43245.0,1261.396
3551,2011-10-01,193.0,0.103,261.0,9.83
3552,2011-10-01,0.0,0.0,12.0,0.0
3553,2011-10-01,0.0,0.999,0.0,86.52
3554,2011-10-01,0.0,3.903,0.0,44.702
3555,2011-10-01,0.0,0.095,0.0,4.547
3556,2011-10-01,6308.0,165.875,4949.0,80.645
3557,2011-10-01,3174.0,45.775,3065.0,59.729
3558,2011-10-01,6880.0,621.854,5872.0,125.036
3559,2011-10-01,3263.0,120.83,2081.0,16.671
3560,2011-10-01,25130.0,1545.37,21426.0,602.189
3561,2011-10-01,475.0,36.47,366.0,0.554
3562,2011-10-01,2827.0,95.231,2297.0,53.91
3563,2011-10-01,8216.0,149.516,7442.0,239.217
3564,2011-10-01,0.0,0.0,0.0,114.0
3565,2011-10-01,0.0,0.0,0.0,10.0
3566,2011-10-01,0.0,0.0,0.0,0.0
3567,2011-10-01,2604.0,3.826,2131.0,19.656
3568,2011-10-01,55871.0,818.391,49618.0,1227.607
3569,2011-10-01,1871.0,0.0,1825.0,0.0
3570,2011-10-01,3831.0,58.318,3482.0,115.168
3571,2011-10-01,48707.0,1600.467,33980.0,1525.528
3572,2011-10-01,7418.0,134.407,6439.0,47.56
3573,2011-10-01,3508.0,100.94,2767.0,64.416
3574,2011-10-01,17876.0,449.02,11656.0,99.034
3575,2011-10-01,48488.0,2130.654,39543.0,276.001
3576,2011-10-01,0.0,0.0,0.0,0.0
3577,2011-10-01,7552.0,345.414,4640.0,518.814
3578,2011-10-01,10750.0,248.043,5572.0,209.239
3579,2011-10-01,0.0,481.988,0.0,807.697
3580,2011-10-01,123294.0,7621.502,98762.0,3463.811
3581,2011-10-01,1724.0,2.739,1711.0,14.666
3582,2011-10-01,7009.0,60.506,6136.0,220.953
3583,2011-10-01,0.0,371.233,0.0,427.548
3584,2011-10-01,45355.0,2508.179,32272.0,1292.034
3585,2011-10-01,4710.0,0.0,4276.0,0.0
3586,2011-10-01,21156.0,0.127,15747.0,395.978
3587,2011-10-01,0.0,0.0,0.0,2.72
3588,2011-10-01,0.0,0.0,0.0,9.63
3589,2011-10-01,0.0,0.0,0.0,54.886
3590,2011-10-01,0.0,0.0,0.0,39.782
3591,2011-10-01,0.0,1801.799,0.0,0.0
3592,2011-10-01,4429.0,74.442,2254.0,63.357
3593,2011-10-01,21193.0,450.089,16209.0,307.696
3594,2011-10-01,12603.0,594.693,10111.0,213.687
3595,2011-10-01,4563.0,505.276,3831.0,174.275
3596,2011-10-01,3278.0,51.809,2123.0,23.738
3597,2011-10-01,16734.0,1.05,16100.0,10.042
3598,2011-10-01,24622.0,0.0,22840.0,0.0
3599,2011-10-01,40696.0,61.103,37692.0,51.076
3600,2011-10-01,1776.0,0.608,1972.0,15.943
3601,2011-10-01,594.0,0.0,695.0,4.668
3602,2011-10-01,2555.0,0.0,2183.0,0.0
3603,2011-10-01,1080.0,2.199,868.0,1.535
3604,2011-10-01,2576.0,4.813,2317.0,9.253
3605,2011-10-01,1925.0,1.158,1725.0,2.14
3606,2011-11-01,1450.0,7.5,994.0,33.244
3607,2011-11-01,654.0,34.599,1450.0,40.665
3608,2011-11-01,10.0,0.0,13.0,9.827
3609,2011-11-01,468.0,0.454,613.0,18.199
3610,2011-11-01,2276.0,0.0,2326.0,0.0
3611,2011-11-01,3661.0,72.725,3820.0,1.036
3612,2011-11-01,3704.0,4.826,3668.0,90.474
3613,2011-11-01,6080.0,307.891,5938.0,175.864
3614,2011-11-01,12947.0,349.21,12067.0,235.583
3615,2011-11-01,2012.0,51.488,1962.0,38.86
3616,2011-11-01,649.0,0.765,712.0,5.81
3617,2011-11-01,95510.0,1932.049,97600.0,1721.815
3618,2011-11-01,7825.0,83.849,7657.0,270.913
3619,2011-11-01,4030.0,9.079,4202.0,38.386
3620,2011-11-01,21960.0,445.695,23164.0,89.847
3621,2011-11-01,113.0,0.739,99.0,2.974
3622,2011-11-01,5873.0,146.805,6470.0,120.716
3623,2011-11-01,3611.0,99.264,2436.0,73.693
3624,2011-11-01,2700.0,19.331,2707.0,21.885
3625,2011-11-01,7479.0,491.343,6501.0,223.157
3626,2011-11-01,61158.0,3832.079,66127.0,2452.333
3627,2011-11-01,1691.0,52.464,3054.0,100.841
3628,2011-11-01,5056.0,153.723,6984.0,86.061
3629,2011-11-01,11995.0,253.801,11860.0,162.071
3630,2011-11-01,24163.0,1107.567,27275.0,164.255
3631,2011-11-01,744.0,0.12,809.0,3.61
3632,2011-11-01,6114.0,228.605,6592.0,161.815
3633,2011-11-01,2820.0,0.855,3178.0,3.541
3634,2011-11-01,24875.0,2025.218,24386.0,742.692
3635,2011-11-01,8700.0,148.654,8744.0,487.669
3636,2011-11-01,4497.0,16.433,3592.0,13.644
3637,2011-11-01,55134.0,2992.695,53338.0,2384.873
3638,2011-11-01,964.0,37.176,1076.0,61.104
3639,2011-11-01,20572.0,841.74,18300.0,1016.723
3640,2011-11-01,1441.0,100.514,1597.0,39.744
3641,2011-11-01,0.0,0.0,0.0,1.666
3642,2011-11-01,0.0,860.72,0.0,0.0
3643,2011-11-01,16933.0,455.516,15281.0,212.972
3644,2011-11-01,25944.0,718.453,27127.0,210.848
3645,2011-11-01,1827.0,65.92,2013.0,12.41
3646,2011-11-01,4859.0,18.258,4992.0,21.183
3647,2011-11-01,14055.0,0.0,13434.0,0.0
3648,2011-11-01,6099.0,145.787,5751.0,105.739
3649,2011-11-01,8.0,0.0,165.0,0.0
3650,2011-11-01,2621.0,0.0,2422.0,0.0
3651,2011-11-01,19440.0,286.489,19802.0,12.459
3652,2011-11-01,18592.0,390.69,19570.0,130.932
3653,2011-11-01,21795.0,15.011,23653.0,26.977
3654,2011-11-01,1826.0,0.0,2011.0,0.87
3655,2011-11-01,10444.0,235.189,11473.0,194.099
3656,2011-11-01,6122.0,202.489,6546.0,80.239
3657,2011-11-01,5547.0,127.441,5931.0,50.724
3658,2011-11-01,1860.0,1.794,2624.0,0.169
3659,2011-11-01,4055.0,0.0,4321.0,0.0
3660,2011-11-01,13259.0,666.573,14042.0,527.224
3661,2011-11-01,2633.0,266.497,3164.0,141.93
3662,2011-11-01,1277.0,25.937,1910.0,110.193
3663,2011-11-01,0.0,283.271,0.0,0.0
3664,2011-11-01,0.0,0.0,0.0,84.495
3665,2011-11-01,45700.0,3322.591,38966.0,1439.077
3666,2011-11-01,252.0,0.541,207.0,8.427
3667,2011-11-01,0.0,0.0,5.0,0.0
3668,2011-11-01,0.0,2.345,0.0,80.415
3669,2011-11-01,0.0,5.28,0.0,43.462
3670,2011-11-01,0.0,0.0,0.0,9.547
3671,2011-11-01,5627.0,323.037,5062.0,85.44
3672,2011-11-01,3237.0,76.537,3630.0,59.34
3673,2011-11-01,5799.0,953.68,5965.0,201.409
3674,2011-11-01,2953.0,118.344,2719.0,11.521
3675,2011-11-01,22132.0,1553.746,24532.0,715.454
3676,2011-11-01,502.0,27.087,617.0,0.834
3677,2011-11-01,2904.0,127.252,3249.0,58.596
3678,2011-11-01,7878.0,103.691,8104.0,185.417
3679,2011-11-01,0.0,0.0,0.0,180.0
3680,2011-11-01,1924.0,3.948,2293.0,16.504
3681,2011-11-01,47232.0,947.34,50116.0,1243.981
3682,2011-11-01,1995.0,0.0,1867.0,0.0
3683,2011-11-01,3498.0,88.435,4119.0,67.145
3684,2011-11-01,41260.0,1710.496,38662.0,1556.818
3685,2011-11-01,7212.0,158.172,7841.0,98.703
3686,2011-11-01,2838.0,97.763,2652.0,91.07
3687,2011-11-01,13853.0,492.261,12670.0,84.262
3688,2011-11-01,42690.0,2096.188,43102.0,331.286
3689,2011-11-01,5825.0,307.604,5228.0,433.64
3690,2011-11-01,2754.0,191.2,2652.0,200.414
3691,2011-11-01,0.0,547.029,0.0,847.939
3692,2011-11-01,106797.0,7111.818,105554.0,4028.686
3693,2011-11-01,1581.0,5.156,1683.0,15.696
3694,2011-11-01,4671.0,93.994,5189.0,210.871
3695,2011-11-01,0.0,413.594,0.0,458.379
3696,2011-11-01,28601.0,2238.963,32985.0,1214.162
3697,2011-11-01,3704.0,0.0,4400.0,0.0
3698,2011-11-01,17231.0,10.245,16949.0,362.546
3699,2011-11-01,0.0,0.0,0.0,5.35
3700,2011-11-01,0.0,0.0,0.0,132.0
3701,2011-11-01,0.0,0.0,0.0,34.0
3702,2011-11-01,0.0,1934.67,0.0,0.0
3703,2011-11-01,2796.0,112.128,2572.0,143.325
3704,2011-11-01,15627.0,496.947,14998.0,391.907
3705,2011-11-01,9482.0,496.025,11543.0,254.896
3706,2011-11-01,3652.0,522.175,4607.0,215.035
3707,2011-11-01,2679.0,45.665,2267.0,15.454
3708,2011-11-01,14944.0,2.57,13044.0,11.866
3709,2011-11-01,17687.0,0.0,18780.0,0.0
3710,2011-11-01,43207.0,76.457,45572.0,50.445
3711,2011-11-01,1724.0,0.0,1690.0,22.054
3712,2011-11-01,839.0,0.0,890.0,6.59
3713,2011-11-01,1897.0,0.0,2013.0,0.0
3714,2011-11-01,830.0,0.642,928.0,1.367
3715,2011-11-01,1955.0,5.482,1943.0,11.874
3716,2011-11-01,1579.0,0.319,1884.0,1.455
3717,2011-12-01,1387.0,10.524,1205.0,30.677
3718,2011-12-01,1310.0,32.107,1577.0,57.375
3719,2011-12-01,31.0,0.0,38.0,10.114
3720,2011-12-01,924.0,0.921,957.0,21.776
3721,2011-12-01,2357.0,0.0,2835.0,0.0
3722,2011-12-01,3587.0,59.498,4493.0,0.237
3723,2011-12-01,940.0,0.0,2575.0,0.255
3724,2011-12-01,5258.0,4.837,3970.0,121.734
3725,2011-12-01,7404.0,314.343,7872.0,225.336
3726,2011-12-01,13711.0,378.522,15694.0,337.727
3727,2011-12-01,2072.0,54.327,2887.0,40.013
3728,2011-12-01,576.0,0.241,860.0,11.983
3729,2011-12-01,102525.0,1919.52,116353.0,1732.489
3730,2011-12-01,9111.0,78.695,7321.0,340.717
3731,2011-12-01,4174.0,35.107,4840.0,29.515
3732,2011-12-01,31455.0,572.52,44342.0,181.785
3733,2011-12-01,159.0,0.937,160.0,2.516
3734,2011-12-01,7196.0,143.558,7841.0,97.226
3735,2011-12-01,3564.0,100.678,3695.0,99.079
3736,2011-12-01,3608.0,19.79,4525.0,34.488
3737,2011-12-01,7477.0,433.396,7715.0,288.518
3738,2011-12-01,64447.0,3619.914,77174.0,3045.947
3739,2011-12-01,2083.0,46.96,3866.0,117.816
3740,2011-12-01,5142.0,143.016,9767.0,76.522
3741,2011-12-01,12600.0,203.932,14568.0,193.234
3742,2011-12-01,24732.0,1001.166,35910.0,175.575
3743,2011-12-01,823.0,0.238,905.0,0.747
3744,2011-12-01,6858.0,202.771,7579.0,213.619
3745,2011-12-01,1632.0,2.522,6283.0,0.56
3746,2011-12-01,26863.0,1760.221,28430.0,786.135
3747,2011-12-01,7386.0,151.756,14559.0,387.967
3748,2011-12-01,2538.0,6.644,4439.0,17.925
3749,2011-12-01,68963.0,2778.18,71809.0,2615.672
3750,2011-12-01,666.0,42.471,1168.0,90.812
3751,2011-12-01,21722.0,852.092,24209.0,1075.874
3752,2011-12-01,1479.0,75.187,2101.0,23.419
3753,2011-12-01,0.0,0.0,0.0,3.997
3754,2011-12-01,0.0,1012.932,0.0,0.0
3755,2011-12-01,17966.0,356.897,21034.0,234.87
3756,2011-12-01,26657.0,628.325,31108.0,392.976
3757,2011-12-01,1908.0,156.61,2075.0,15.96
3758,2011-12-01,4534.0,22.512,6277.0,27.572
3759,2011-12-01,12331.0,0.0,15608.0,0.0
3760,2011-12-01,5795.0,129.297,6321.0,85.402
3761,2011-12-01,112.0,0.0,237.0,0.0
3762,2011-12-01,2412.0,0.0,2754.0,0.0
3763,2011-12-01,18947.0,297.144,26286.0,12.681
3764,2011-12-01,19352.0,409.339,23143.0,163.427
3765,2011-12-01,25214.0,23.429,30617.0,19.972
3766,2011-12-01,1315.0,0.0,2208.0,0.0
3767,2011-12-01,8932.0,219.337,14048.0,235.461
3768,2011-12-01,6153.0,173.833,8473.0,99.443
3769,2011-12-01,5542.0,79.483,6402.0,56.94
3770,2011-12-01,1853.0,6.878,3029.0,0.0
3771,2011-12-01,3432.0,0.0,5005.0,0.0
3772,2011-12-01,17046.0,577.718,20414.0,608.862
3773,2011-12-01,3369.0,290.248,2323.0,219.088
3774,2011-12-01,1586.0,45.667,2912.0,68.762
3775,2011-12-01,0.0,109.624,0.0,0.0
3776,2011-12-01,0.0,126.443,0.0,0.0
3777,2011-12-01,49325.0,2907.644,53897.0,1625.933
3778,2011-12-01,236.0,0.679,241.0,7.978
3779,2011-12-01,0.0,0.0,13.0,0.015
3780,2011-12-01,0.0,0.555,0.0,88.666
3781,2011-12-01,0.0,3.515,0.0,41.073
3782,2011-12-01,0.0,10.16,0.0,4.634
3783,2011-12-01,5220.0,250.479,6459.0,115.084
3784,2011-12-01,3434.0,100.717,3304.0,32.668
3785,2011-12-01,4944.0,757.301,6459.0,309.04
3786,2011-12-01,3616.0,104.778,3513.0,12.135
3787,2011-12-01,21205.0,1297.92,26911.0,1162.196
3788,2011-12-01,514.0,20.454,318.0,0.511
3789,2011-12-01,2991.0,115.413,3786.0,175.802
3790,2011-12-01,6781.0,112.558,9583.0,134.213
3791,2011-12-01,0.0,0.0,0.0,12.0
3792,2011-12-01,2583.0,2.701,2113.0,17.476
3793,2011-12-01,51313.0,758.898,62399.0,1028.612
3794,2011-12-01,2600.0,0.0,1843.0,0.0
3795,2011-12-01,3441.0,67.612,4591.0,62.071
3796,2011-12-01,0.0,0.0,0.0,242.03
3797,2011-12-01,41713.0,1525.088,48873.0,1606.557
3798,2011-12-01,8612.0,159.296,7831.0,61.434
3799,2011-12-01,3441.0,81.814,3798.0,114.101
3800,2011-12-01,15974.0,407.178,16138.0,60.681
3801,2011-12-01,44347.0,2302.308,49896.0,279.328
3802,2011-12-01,6871.0,325.783,6817.0,597.268
3803,2011-12-01,3102.0,167.362,4700.0,191.281
3804,2011-12-01,0.0,0.0,0.0,0.0
3805,2011-12-01,0.0,397.3,0.0,667.626
3806,2011-12-01,117495.0,6121.37,130694.0,4882.317
3807,2011-12-01,1592.0,4.096,1465.0,14.662
3808,2011-12-01,5987.0,79.197,5469.0,250.726
3809,2011-12-01,0.0,322.698,0.0,350.755
3810,2011-12-01,32312.0,2137.651,45462.0,1603.125
3811,2011-12-01,2953.0,0.0,5358.0,0.0
3812,2011-12-01,19793.0,2.609,20270.0,358.574
3813,2011-12-01,0.0,0.0,0.0,8.2
3814,2011-12-01,0.0,0.0,0.0,90.9
3815,2011-12-01,0.0,0.0,0.0,20.8
3816,2011-12-01,0.0,1804.981,0.0,0.0
3817,2011-12-01,8723.0,504.097,15096.0,251.616
3818,2011-12-01,4742.0,505.54,6366.0,315.292
3819,2011-12-01,2221.0,17.344,2429.0,16.537
3820,2011-12-01,12126.0,3.337,14448.0,18.78
3821,2011-12-01,16364.0,0.0,21750.0,0.0
3822,2011-12-01,40837.0,75.257,49235.0,60.844
3823,2011-12-01,2141.0,0.0,2047.0,13.44
3824,2011-12-01,1011.0,0.0,881.0,3.816
3825,2011-12-01,1488.0,0.0,2287.0,0.0
3826,2011-12-01,1038.0,2.859,1368.0,0.538
3827,2011-12-01,4055.0,69.414,4397.0,137.314
3828,2011-12-01,17754.0,543.437,19156.0,324.271
3829,2011-12-01,1818.0,3.357,2193.0,6.747
3830,2011-12-01,1891.0,2.062,2629.0,2.606
3831,2012-01-01,1766.0,12.455,1543.0,32.688
3832,2012-01-01,1488.0,42.188,1667.0,46.556
3833,2012-01-01,92.0,0.0,18.0,0.443
3834,2012-01-01,1192.0,0.274,1085.0,5.39
3835,2012-01-01,2282.0,0.0,1841.0,0.0
3836,2012-01-01,4534.0,0.0,4207.0,0.0
3837,2012-01-01,3810.0,0.0,3105.0,0.0
3838,2012-01-01,6616.0,3.317,5585.0,81.625
3839,2012-01-01,8043.0,307.141,7507.0,147.312
3840,2012-01-01,17646.0,346.282,16171.0,236.145
3841,2012-01-01,3424.0,43.996,2855.0,22.112
3842,2012-01-01,685.0,0.188,535.0,3.685
3843,2012-01-01,116727.0,1966.519,105413.0,1420.849
3844,2012-01-01,7127.0,64.245,8484.0,291.642
3845,2012-01-01,5295.0,12.922,4109.0,29.993
3846,2012-01-01,35788.0,421.41,34214.0,220.633
3847,2012-01-01,227.0,0.265,191.0,2.393
3848,2012-01-01,7840.0,107.22,6608.0,93.129
3849,2012-01-01,3581.0,90.656,2819.0,65.565
3850,2012-01-01,4879.0,32.044,3598.0,29.6
3851,2012-01-01,8424.0,395.51,6803.0,61.993
3852,2012-01-01,80706.0,2898.469,68877.0,3368.665
3853,2012-01-01,2946.0,38.657,3396.0,52.787
3854,2012-01-01,8925.0,109.29,8516.0,84.602
3855,2012-01-01,16191.0,47.994,14601.0,97.459
3856,2012-01-01,35292.0,817.29,30504.0,132.592
3857,2012-01-01,849.0,0.0,751.0,1.244
3858,2012-01-01,7654.0,215.596,6558.0,128.863
3859,2012-01-01,3414.0,0.422,3206.0,16.18
3860,2012-01-01,30668.0,1584.71,25780.0,522.162
3861,2012-01-01,11061.0,132.597,7062.0,424.194
3862,2012-01-01,3556.0,3.236,2963.0,0.0
3863,2012-01-01,76099.0,2318.08,68664.0,2561.715
3864,2012-01-01,1030.0,36.562,1029.0,29.383
3865,2012-01-01,23934.0,683.435,22039.0,948.299
3866,2012-01-01,1846.0,63.26,1578.0,16.265
3867,2012-01-01,0.0,0.0,0.0,100.474
3868,2012-01-01,0.0,723.552,0.0,0.0
3869,2012-01-01,22175.0,302.751,18306.0,165.658
3870,2012-01-01,32616.0,506.917,25049.0,114.573
3871,2012-01-01,2300.0,51.5,2329.0,0.19
3872,2012-01-01,7279.0,13.72,5017.0,10.127
3873,2012-01-01,15445.0,0.0,9664.0,0.0
3874,2012-01-01,6975.0,109.561,5936.0,26.382
3875,2012-01-01,79.0,8.271,122.0,0.25
3876,2012-01-01,2445.0,0.0,2277.0,0.0
3877,2012-01-01,32540.0,319.249,25918.0,23.791
3878,2012-01-01,23389.0,374.162,19869.0,97.553
3879,2012-01-01,33223.0,21.32,30817.0,25.172
3880,2012-01-01,2086.0,0.0,1829.0,0.0
3881,2012-01-01,13376.0,224.452,10776.0,230.354
3882,2012-01-01,9453.0,214.973,8145.0,82.631
3883,2012-01-01,7982.0,107.53,6294.0,44.305
3884,2012-01-01,2515.0,5.259,2546.0,0.823
3885,2012-01-01,4960.0,0.0,4773.0,0.0
3886,2012-01-01,22497.0,583.179,17995.0,401.482
3887,2012-01-01,3601.0,193.871,2875.0,148.665
3888,2012-01-01,2634.0,19.809,2324.0,83.251
3889,2012-01-01,0.0,72.026,0.0,0.0
3890,2012-01-01,0.0,0.0,0.0,0.0
3891,2012-01-01,59753.0,2236.897,48544.0,1328.694
3892,2012-01-01,237.0,0.136,273.0,9.087
3893,2012-01-01,0.0,3.107,0.0,40.292
3894,2012-01-01,0.0,2.354,0.0,32.591
3895,2012-01-01,0.0,12.102,0.0,6.466
3896,2012-01-01,7953.0,185.83,5492.0,82.47
3897,2012-01-01,4225.0,34.672,3117.0,25.833
3898,2012-01-01,0.0,0.0,0.0,0.0
3899,2012-01-01,8157.0,681.337,6592.0,77.181
3900,2012-01-01,4494.0,98.792,3340.0,9.58
3901,2012-01-01,31517.0,883.787,23323.0,1301.358
3902,2012-01-01,495.0,24.089,274.0,0.654
3903,2012-01-01,4094.0,100.877,3654.0,111.662
3904,2012-01-01,10115.0,108.943,8858.0,89.456
3905,2012-01-01,2756.0,1.433,2425.0,18.668
3906,2012-01-01,62682.0,818.168,54176.0,997.419
3907,2012-01-01,1846.0,0.0,2288.0,0.0
3908,2012-01-01,4606.0,38.654,3420.0,47.45
3909,2012-01-01,49475.0,1298.97,40669.0,1484.896
3910,2012-01-01,8746.0,142.018,8320.0,64.163
3911,2012-01-01,4041.0,76.858,3876.0,112.092
3912,2012-01-01,18959.0,384.459,14400.0,48.19
3913,2012-01-01,54227.0,1677.698,46533.0,237.05
3914,2012-01-01,7703.0,277.453,6508.0,525.581
3915,2012-01-01,4567.0,123.845,3772.0,253.119
3916,2012-01-01,0.0,446.228,0.0,398.08
3917,2012-01-01,140130.0,4715.437,109479.0,3959.481
3918,2012-01-01,1397.0,3.104,1395.0,16.119
3919,2012-01-01,6024.0,75.435,5929.0,203.351
3920,2012-01-01,0.0,199.726,0.0,280.978
3921,2012-01-01,54968.0,1759.161,40051.0,1409.283
3922,2012-01-01,5408.0,0.0,4750.0,0.0
3923,2012-01-01,21402.0,0.1,18224.0,285.666
3924,2012-01-01,0.0,0.0,0.0,2.748
3925,2012-01-01,0.0,0.0,0.0,114.417
3926,2012-01-01,0.0,0.0,0.0,13.234
3927,2012-01-01,0.0,1717.12,0.0,0.0
3928,2012-01-01,14933.0,404.011,12858.0,218.402
3929,2012-01-01,6896.0,369.135,4598.0,271.82
3930,2012-01-01,2198.0,79.796,2512.0,16.962
3931,2012-01-01,16042.0,2.582,12110.0,11.048
3932,2012-01-01,24482.0,0.0,20104.0,0.0
3933,2012-01-01,48173.0,48.84,42090.0,25.402
3934,2012-01-01,1726.0,0.0,1929.0,10.24
3935,2012-01-01,743.0,0.0,735.0,3.957
3936,2012-01-01,2740.0,0.0,2159.0,0.0
3937,2012-01-01,1153.0,4.964,1096.0,0.619
3938,2012-01-01,4599.0,52.641,3529.0,165.375
3939,2012-01-01,21281.0,405.382,16764.0,266.483
3940,2012-01-01,2515.0,7.722,1824.0,7.916
3941,2012-01-01,2286.0,1.308,1842.0,3.087
3942,2012-02-01,1966.0,11.479,976.0,22.357
3943,2012-02-01,498.0,55.96,1314.0,52.056
3944,2012-02-01,67.0,0.0,0.0,0.0
3945,2012-02-01,435.0,0.304,484.0,26.374
3946,2012-02-01,903.0,0.0,988.0,0.0
3947,2012-02-01,1911.0,0.0,2239.0,0.0
3948,2012-02-01,1552.0,0.0,1756.0,0.0
3949,2012-02-01,3089.0,1.878,5455.0,108.169
3950,2012-02-01,7227.0,288.041,5812.0,190.449
3951,2012-02-01,13308.0,339.791,12202.0,247.596
3952,2012-02-01,2125.0,62.886,1622.0,36.24
3953,2012-02-01,323.0,0.0,351.0,10.78
3954,2012-02-01,92244.0,1962.514,92006.0,1472.715
3955,2012-02-01,127.0,0.0,146.0,0.0
3956,2012-02-01,7045.0,79.542,7054.0,346.119
3957,2012-02-01,2335.0,3.298,2281.0,32.36
3958,2012-02-01,27825.0,351.448,21071.0,109.623
3959,2012-02-01,142.0,0.0,176.0,1.186
3960,2012-02-01,6758.0,115.38,6106.0,88.504
3961,2012-02-01,0.0,0.0,27.0,0.0
3962,2012-02-01,3228.0,94.047,2059.0,95.201
3963,2012-02-01,4449.0,42.513,2765.0,20.549
3964,2012-02-01,6676.0,386.807,5554.0,84.15
3965,2012-02-01,70777.0,2641.13,52789.0,2653.025
3966,2012-02-01,1584.0,40.0,2779.0,70.293
3967,2012-02-01,7544.0,92.444,5473.0,72.218
3968,2012-02-01,13642.0,122.955,11877.0,82.955
3969,2012-02-01,28569.0,833.272,20901.0,80.341
3970,2012-02-01,708.0,0.211,637.0,0.68
3971,2012-02-01,6373.0,229.411,5463.0,235.186
3972,2012-02-01,3907.0,1.947,1498.0,10.389
